card_name,quantity,id,rarity,set_sym,premium
Lash of Thorns,8,78298,Common,ELD,No
Locthwain Paladin,5,78300,Common,ELD,No
Lost Legion,8,78302,Common,ELD,No
Malevolent Noble,6,78304,Common,ELD,No
Memory Theft,4,78306,Common,ELD,No
Oathsworn Knight,1,78312,Rare,ELD,No
Order of Midnight,2,78314,Uncommon,ELD,No
Reaper of Night,10,78322,Common,ELD,No
Reave Soul,9,78326,Common,ELD,No
Revenge of Ravens,1,78328,Uncommon,ELD,No
Smitten Swordmaster,6,78330,Common,ELD,No
Specter's Shriek,1,78334,Uncommon,ELD,No
"Syr Konrad, the Grim",1,78336,Uncommon,ELD,No
Tempting Witch,4,78338,Common,ELD,No
Wicked Guardian,6,78340,Common,ELD,No
Wishclaw Talisman,1,78342,Rare,ELD,No
Witch's Vengeance,1,78344,Rare,ELD,No
Barge In,7,78346,Common,ELD,No
Bloodhaze Wolverine,8,78348,Common,ELD,No
Blow Your House Down,6,78350,Common,ELD,No
Brimstone Trebuchet,8,78356,Common,ELD,No
Burning-Yard Trainer,2,78358,Uncommon,ELD,No
Claim the Firstborn,4,78360,Uncommon,ELD,No
Crystal Slipper,5,78362,Common,ELD,No
Embereth Paladin,3,78366,Common,ELD,No
Embereth Shieldbreaker,4,78368,Uncommon,ELD,No
Ferocity of the Wilds,2,78372,Uncommon,ELD,No
Fires of Invention,4,78376,Rare,ELD,No
Fling,4,78378,Common,ELD,No
Irencrag Feat,2,78380,Rare,ELD,No
Irencrag Pyromancer,2,78382,Rare,ELD,No
Joust,5,78384,Uncommon,ELD,No
Mad Ratter,3,78386,Uncommon,ELD,No
Merchant of the Vale,8,78388,Common,ELD,No
Ogre Errant,7,78392,Common,ELD,No
Opportunistic Dragon,1,78394,Rare,ELD,No
Raging Redcap,8,78396,Common,ELD,No
Redcap Melee,2,78398,Uncommon,ELD,No
Redcap Raiders,6,78400,Common,ELD,No
Rimrock Knight,3,78402,Common,ELD,No
Scorching Dragonfire,6,78408,Common,ELD,No
Searing Barrage,7,78410,Common,ELD,No
Seven Dwarves,6,78412,Common,ELD,No
Skullknocker Ogre,6,78414,Uncommon,ELD,No
Slaying Fire,3,78416,Uncommon,ELD,No
Sundering Stroke,1,78418,Rare,ELD,No
"Syr Carah, the Bold",3,78420,Uncommon,ELD,No
Thrill of Possibility,7,78422,Common,ELD,No
Weaselback Redcap,4,78426,Common,ELD,No
Beanstalk Giant,2,78428,Uncommon,ELD,No
Curious Pair,6,78432,Common,ELD,No
Edgewall Innkeeper,2,78436,Uncommon,ELD,No
Feasting Troll King,1,78438,Rare,ELD,No
Fell the Pheasant,8,78440,Common,ELD,No
Fierce Witchstalker,10,78442,Common,ELD,No
Flaxen Intruder,1,78444,Uncommon,ELD,No
Garenbrig Carver,8,78448,Common,ELD,No
Garenbrig Paladin,5,78452,Common,ELD,No
Garenbrig Squire,2,78454,Common,ELD,No
Giant Opportunity,5,78456,Uncommon,ELD,No
Insatiable Appetite,6,78462,Common,ELD,No
Keeper of Fables,4,78464,Uncommon,ELD,No
Kenrith's Transformation,3,78466,Uncommon,ELD,No
Lovestruck Beast,1,78468,Rare,ELD,No
Maraleaf Rider,9,78472,Common,ELD,No
Oakhame Adversary,3,78474,Uncommon,ELD,No
Once and Future,2,78476,Uncommon,ELD,No
Outmuscle,10,78480,Common,ELD,No
Return of the Wildspeaker,1,78484,Rare,ELD,No
Return to Nature,9,78486,Common,ELD,No
Rosethorn Acolyte,12,78488,Common,ELD,No
Rosethorn Halberd,8,78492,Common,ELD,No
Sporecap Spider,14,78494,Common,ELD,No
Tall as a Beanstalk,5,78498,Common,ELD,No
Tuinvale Treefolk,11,78502,Common,ELD,No
Wicked Wolf,1,78506,Rare,ELD,No
Wildwood Tracker,4,78510,Common,ELD,No
Wolf's Quarry,7,78512,Common,ELD,No
"Yorvo, Lord of Garenbrig",1,78514,Rare,ELD,No
Dance of the Manse,1,78516,Rare,ELD,No
Doom Foretold,2,78518,Rare,ELD,No
Drown in the Loch,8,78520,Uncommon,ELD,No
Faeburrow Elder,3,78524,Rare,ELD,No
"Grumgully, the Generous",1,78528,Uncommon,ELD,No
Improbable Alliance,3,78530,Uncommon,ELD,No
Inspiring Veteran,3,78532,Uncommon,ELD,No
Lochmere Serpent,1,78534,Rare,ELD,No
Maraleaf Pixie,5,78536,Uncommon,ELD,No
Savvy Hunter,6,78544,Uncommon,ELD,No
Shinechaser,3,78546,Uncommon,ELD,No
Steelclaw Lance,3,78548,Uncommon,ELD,No
Stormfist Crusader,3,78550,Rare,ELD,No
Wandermare,1,78552,Uncommon,ELD,No
Wintermoor Commander,4,78554,Uncommon,ELD,No
Arcanist's Owl,1,78556,Uncommon,ELD,No
Covetous Urge,1,78558,Uncommon,ELD,No
Deathless Knight,4,78560,Uncommon,ELD,No
Elite Headhunter,2,78562,Uncommon,ELD,No
Fireborn Knight,5,78564,Uncommon,ELD,No
Loch Dragon,5,78566,Uncommon,ELD,No
Oakhame Ranger,5,78568,Uncommon,ELD,No
Rampart Smasher,1,78572,Uncommon,ELD,No
Resolute Rider,1,78574,Uncommon,ELD,No
Thunderous Snapper,3,78576,Uncommon,ELD,No
Clockwork Servant,2,78578,Uncommon,ELD,No
Crashing Drawbridge,2,78580,Common,ELD,No
Enchanted Carriage,2,78582,Uncommon,ELD,No
Gingerbrute,5,78584,Common,ELD,No
Golden Egg,4,78586,Common,ELD,No
Henge Walker,8,78588,Common,ELD,No
Heraldic Banner,3,78590,Uncommon,ELD,No
Inquisitive Puppet,3,78592,Uncommon,ELD,No
Jousting Dummy,5,78594,Common,ELD,No
Locthwain Gargoyle,10,78596,Common,ELD,No
Lucky Clover,3,78598,Uncommon,ELD,No
Prophet of the Peak,4,78600,Common,ELD,No
Roving Keep,8,78602,Common,ELD,No
Scalding Cauldron,4,78604,Common,ELD,No
Shambling Suit,2,78606,Uncommon,ELD,No
Signpost Scarecrow,7,78608,Common,ELD,No
Sorcerer's Broom,1,78610,Uncommon,ELD,No
Sorcerous Spyglass,1,78612,Rare,ELD,No
Spinning Wheel,3,78614,Uncommon,ELD,No
Weapon Rack,4,78618,Common,ELD,No
Witch's Oven,1,78620,Uncommon,ELD,No
Castle Ardenvale,2,78622,Rare,ELD,No
Castle Embereth,4,78624,Rare,ELD,No
Castle Vantress,3,78630,Rare,ELD,No
Dwarven Mine,5,78632,Common,ELD,No
Fabled Passage,1,78634,Rare,ELD,No
Gingerbread Cabin,5,78636,Common,ELD,No
Idyllic Grange,5,78638,Common,ELD,No
Mystic Sanctuary,7,78640,Common,ELD,No
Tournament Grounds,3,78642,Uncommon,ELD,No
Witch's Cottage,7,78644,Common,ELD,No
Plains,3,78646,Land,ELD,No
Island,7,78654,Land,ELD,No
Swamp,4,78662,Land,ELD,No
Mountain,4,78670,Land,ELD,No
Forest,5,78678,Land,ELD,No
Alseid of Life's Bounty,5,79126,Uncommon,THB,No
Archon of Falling Stars,3,79128,Uncommon,THB,No
Banishing Light,3,79132,Uncommon,THB,No
The Birth of Meletis,2,79134,Uncommon,THB,No
Captivating Unicorn,4,79136,Common,THB,No
Commanding Presence,6,79138,Uncommon,THB,No
Dawn Evangel,3,79140,Uncommon,THB,No
"Daxos, Blessed by the Sun",2,79142,Uncommon,THB,No
Daybreak Chimera,8,79144,Common,THB,No
Dreadful Apathy,8,79146,Common,THB,No
Favored of Iroas,3,79154,Uncommon,THB,No
Flicker of Fate,13,79156,Common,THB,No
Glory Bearers,14,79158,Common,THB,No
Heliod's Intervention,2,79162,Rare,THB,No
Heliod's Pilgrim,9,79164,Common,THB,No
Heliod's Punishment,2,79166,Uncommon,THB,No
Hero of the Pride,9,79168,Common,THB,No
Hero of the Winds,4,79170,Uncommon,THB,No
Indomitable Will,5,79174,Common,THB,No
Karametra's Blessing,10,79176,Common,THB,No
Lagonna-Band Storyteller,1,79178,Uncommon,THB,No
Leonin of the Lost Pride,4,79180,Common,THB,No
Nyxborn Courser,7,79182,Common,THB,No
Omen of the Sun,8,79184,Common,THB,No
Phalanx Tactics,6,79186,Uncommon,THB,No
Pious Wayfarer,7,79188,Common,THB,No
Reverent Hoplite,6,79190,Uncommon,THB,No
Revoke Existence,8,79192,Common,THB,No
Rumbling Sentry,5,79194,Common,THB,No
Sentinel's Eyes,8,79196,Common,THB,No
Sunmane Pegasus,8,79200,Common,THB,No
"Taranika, Akroan Veteran",2,79202,Rare,THB,No
Transcendent Envoy,11,79204,Common,THB,No
Triumphant Surge,10,79206,Common,THB,No
"Alirios, Enraptured",1,79208,Uncommon,THB,No
Ashiok's Erasure,1,79210,Rare,THB,No
Brine Giant,7,79212,Common,THB,No
"Callaphe, Beloved of the Sea",1,79214,Uncommon,THB,No
Chain to Memory,1,79216,Common,THB,No
Deny the Divine,6,79218,Common,THB,No
Eidolon of Philosophy,3,79220,Common,THB,No
Elite Instructor,3,79222,Common,THB,No
Glimpse of Freedom,3,79224,Uncommon,THB,No
Ichthyomorphosis,9,79226,Common,THB,No
Memory Drain,6,79232,Common,THB,No
Naiad of Hidden Coves,7,79236,Common,THB,No
Nyxborn Seaguard,8,79238,Common,THB,No
Omen of the Sea,8,79240,Common,THB,No
One with the Stars,3,79242,Uncommon,THB,No
Protean Thaumaturge,1,79244,Rare,THB,No
Riptide Turtle,15,79246,Common,THB,No
Sage of Mysteries,3,79248,Uncommon,THB,No
Sea God's Scorn,5,79250,Uncommon,THB,No
Shimmerwing Chimera,3,79252,Uncommon,THB,No
Shoal Kraken,3,79254,Uncommon,THB,No
Sleep of the Dead,7,79256,Common,THB,No
Starlit Mantle,6,79258,Common,THB,No
Stern Dismissal,5,79260,Common,THB,No
Stinging Lionfish,2,79262,Uncommon,THB,No
Sweet Oblivion,3,79264,Uncommon,THB,No
Thassa's Intervention,1,79268,Rare,THB,No
Thassa's Oracle,4,79270,Rare,THB,No
Thirst for Meaning,7,79272,Common,THB,No
Threnody Singer,4,79274,Uncommon,THB,No
Towering-Wave Mystic,1,79278,Common,THB,No
Triton Waverider,7,79280,Common,THB,No
Vexing Gull,7,79282,Common,THB,No
Wavebreak Hippocamp,2,79284,Rare,THB,No
Whirlwind Denial,2,79286,Uncommon,THB,No
Witness of Tomorrows,12,79288,Common,THB,No
Agonizing Remorse,2,79290,Uncommon,THB,No
Aspect of Lamprey,2,79294,Common,THB,No
Blight-Breath Catoblepas,5,79296,Common,THB,No
Cling to Dust,2,79298,Uncommon,THB,No
Discordant Piper,6,79300,Common,THB,No
Drag to the Underworld,4,79302,Uncommon,THB,No
Elspeth's Nightmare,2,79306,Uncommon,THB,No
Enemy of Enlightenment,4,79308,Uncommon,THB,No
Erebos's Intervention,3,79312,Rare,THB,No
Final Death,5,79314,Common,THB,No
Fruit of Tizerus,4,79316,Common,THB,No
Funeral Rites,3,79318,Common,THB,No
Gray Merchant of Asphodel,2,79322,Uncommon,THB,No
Grim Physician,3,79324,Common,THB,No
Hateful Eidolon,5,79326,Uncommon,THB,No
Inevitable End,1,79328,Uncommon,THB,No
Lampad of Death's Vigil,5,79330,Common,THB,No
Minion's Return,1,79332,Uncommon,THB,No
Mire Triton,1,79334,Uncommon,THB,No
Mire's Grasp,11,79336,Common,THB,No
Mogis's Favor,4,79338,Common,THB,No
Nyxborn Marauder,6,79342,Common,THB,No
Omen of the Dead,6,79344,Common,THB,No
Pharika's Libation,5,79346,Common,THB,No
Pharika's Spawn,4,79348,Uncommon,THB,No
Rage-Scarred Berserker,6,79350,Common,THB,No
Scavenging Harpy,7,79352,Common,THB,No
Soulreaper of Mogis,5,79354,Common,THB,No
Temple Thief,4,79356,Common,THB,No
Treacherous Blessing,1,79358,Rare,THB,No
Tymaret Calls the Dead,1,79360,Rare,THB,No
"Tymaret, Chosen from Death",3,79362,Uncommon,THB,No
Underworld Charger,3,79364,Common,THB,No
Underworld Dreams,1,79366,Uncommon,THB,No
Venomous Hierophant,2,79368,Common,THB,No
"Anax, Hardened in the Forge",4,79374,Uncommon,THB,No
Arena Trickster,2,79376,Common,THB,No
Aspect of Manticore,5,79378,Common,THB,No
Blood Aspirant,2,79380,Uncommon,THB,No
Careless Celebrant,1,79382,Uncommon,THB,No
Dreamshaper Shaman,2,79384,Uncommon,THB,No
Escape Velocity,2,79388,Uncommon,THB,No
Fateful End,1,79390,Uncommon,THB,No
Final Flare,3,79392,Common,THB,No
Flummoxed Cyclops,4,79394,Common,THB,No
Hero of the Games,8,79398,Common,THB,No
Heroes of the Revel,2,79400,Uncommon,THB,No
Impending Doom,1,79402,Uncommon,THB,No
Incendiary Oracle,5,79404,Common,THB,No
Infuriate,5,79406,Common,THB,No
Iroas's Blessing,5,79408,Common,THB,No
Nyxborn Brute,5,79412,Common,THB,No
Omen of the Forge,1,79414,Common,THB,No
Oread of Mountain's Blaze,4,79416,Common,THB,No
Portent of Betrayal,5,79422,Common,THB,No
Purphoros's Intervention,1,79426,Rare,THB,No
Satyr's Cunning,8,79428,Common,THB,No
Skophos Maze-Warden,5,79430,Uncommon,THB,No
Skophos Warleader,3,79432,Common,THB,No
Stampede Rider,3,79434,Common,THB,No
Storm's Wrath,1,79438,Rare,THB,No
Tectonic Giant,2,79440,Rare,THB,No
Thrill of Possibility,5,79442,Common,THB,No
Underworld Fires,4,79448,Uncommon,THB,No
Underworld Rage-Hound,5,79450,Common,THB,No
Wrap in Flames,2,79452,Common,THB,No
Chainweb Aracnir,2,79458,Uncommon,THB,No
Destiny Spinner,4,79460,Uncommon,THB,No
Dryad of the Ilysian Grove,1,79462,Rare,THB,No
Gift of Strength,5,79466,Common,THB,No
Hydra's Growth,2,79468,Uncommon,THB,No
Hyrax Tower Scout,4,79470,Common,THB,No
Ilysian Caryatid,3,79472,Common,THB,No
Inspire Awe,6,79474,Common,THB,No
Klothys's Design,3,79476,Uncommon,THB,No
Loathsome Chimera,2,79478,Common,THB,No
Mantle of the Wolf,1,79480,Rare,THB,No
Moss Viper,3,79482,Common,THB,No
Mystic Repeal,1,79484,Uncommon,THB,No
Nessian Hornbeetle,1,79488,Uncommon,THB,No
Nessian Wanderer,1,79490,Uncommon,THB,No
Nexus Wardens,10,79492,Common,THB,No
Nylea's Forerunner,2,79496,Common,THB,No
Nylea's Huntmaster,6,79498,Common,THB,No
Nylea's Intervention,1,79500,Rare,THB,No
Nyx Herald,1,79502,Uncommon,THB,No
Nyxborn Colossus,4,79506,Common,THB,No
Omen of the Hunt,3,79508,Common,THB,No
Pheres-Band Brawler,3,79510,Uncommon,THB,No
Plummet,6,79512,Common,THB,No
Relentless Pursuit,1,79514,Common,THB,No
"Renata, Called to the Hunt",3,79516,Uncommon,THB,No
Return to Nature,4,79518,Common,THB,No
Setessan Petitioner,3,79522,Uncommon,THB,No
Setessan Skirmisher,3,79524,Common,THB,No
Setessan Training,4,79526,Common,THB,No
Skola Grovedancer,1,79528,Common,THB,No
Voracious Typhon,9,79530,Common,THB,No
Warbriar Blessing,3,79532,Common,THB,No
Wolfwillow Haven,3,79534,Uncommon,THB,No
Allure of the Unknown,2,79538,Rare,THB,No
"Ashiok, Nightmare Muse",1,79540,Mythic Rare,THB,No
"Atris, Oracle of Half-Truths",2,79542,Rare,THB,No
"Calix, Destiny's Hand",2,79546,Mythic Rare,THB,No
"Dalakos, Crafter of Wonders",1,79548,Rare,THB,No
Devourer of Memory,2,79550,Uncommon,THB,No
Dream Trawler,1,79552,Rare,THB,No
Eutropia the Twice-Favored,5,79556,Uncommon,THB,No
Haktos the Unscarred,2,79560,Rare,THB,No
Hero of the Nyxborn,1,79562,Uncommon,THB,No
"Kroxa, Titan of Death's Hunger",1,79566,Mythic Rare,THB,No
Mischievous Chimera,1,79570,Uncommon,THB,No
Rise to Glory,3,79574,Uncommon,THB,No
"Siona, Captain of the Pyleas",5,79576,Uncommon,THB,No
Slaughter-Priest of Mogis,1,79578,Uncommon,THB,No
Staggering Insight,1,79580,Uncommon,THB,No
Warden of the Chained,1,79585,Uncommon,THB,Yes
Altar of the Pantheon,7,79586,Common,THB,No
Bronze Sword,5,79588,Common,THB,No
Entrancing Lyre,2,79590,Uncommon,THB,No
Mirror Shield,2,79592,Uncommon,THB,No
Nyx Lotus,2,79594,Rare,THB,No
Soul-Guide Lantern,3,79598,Uncommon,THB,No
Thaumaturge's Familiar,2,79600,Common,THB,No
Thundering Chariot,3,79602,Uncommon,THB,No
Traveler's Amulet,4,79604,Common,THB,No
Wings of Hubris,2,79606,Common,THB,No
Field of Ruin,1,79608,Uncommon,THB,No
Temple of Abandon,2,79612,Rare,THB,No
Temple of Malice,1,79618,Rare,THB,No
Temple of Plenty,1,79620,Rare,THB,No
Unknown Shores,11,79622,Common,THB,No
Plains,22,79624,Land,THB,No
Island,21,79626,Land,THB,No
Swamp,13,79628,Land,THB,No
Mountain,11,79630,Land,THB,No
Forest,22,79632,Land,THB,No
Grasping Giant,1,79991,Rare,THB,No
Light of Hope,1,80049,Common,IKO,No
Extinction Event,3,80185,Rare,IKO,No
Serrated Scorpion,2,80207,Common,IKO,No
Sprite Dragon,3,80431,Uncommon,IKO,No
"Jegantha, the Wellspring",1,80453,Rare,IKO,No
Bonder's Ornament,1,80715,Common,C20,No
Adherent of Hope,4,81161,Common,M21,No
Basri's Aegis,2,81163,Rare,M21,No
Spirit of Malevolence,4,81181,Common,M21,No
"Garruk, Savage Herald",1,81191,Mythic Rare,M21,No
Predatory Wurm,2,81195,Uncommon,M21,No
Wildwood Patrol,4,81197,Common,M21,No
Containment Priest,1,81253,Rare,M21,No
Dub,1,81259,Common,M21,No
Idol of Endurance,1,81273,Rare,M21,No
Frantic Inventory,1,81327,Common,M21,No
Frost Breath,1,81329,Common,M21,No
Lofty Denial,4,81339,Common,M21,No
Mistral Singer,3,81343,Common,M21,No
Opt,1,81345,Common,M21,No
Read the Tides,1,81351,Common,M21,No
Rookie Mistake,1,81359,Common,M21,No
Shacklegeist,4,81367,Rare,M21,No
Unsubstantiate,1,81391,Uncommon,M21,No
Vodalian Arcanist,1,81393,Common,M21,No
Wall of Runes,1,81397,Common,M21,No
Wishcoin Crab,1,81399,Common,M21,No
Demonic Embrace,1,81417,Rare,M21,No
Duress,2,81419,Common,M21,No
Eliminate,1,81421,Uncommon,M21,No
Infernal Scarring,1,81437,Common,M21,No
Bone Pit Brute,1,81491,Common,M21,No
Brash Taunter,1,81493,Rare,M21,No
Burn Bright,1,81495,Common,M21,No
Chandra's Pyreling,1,81503,Uncommon,M21,No
Crash Through,1,81507,Common,M21,No
Destructive Tampering,1,81509,Common,M21,No
Double Vision,1,81512,Rare,M21,Yes
Furor of the Bitten,1,81517,Common,M21,No
Goblin Wizardry,1,81523,Common,M21,No
Igneous Cur,2,81533,Common,M21,No
Scorching Dragonfire,1,81543,Common,M21,No
Shock,1,81545,Common,M21,No
Sure Strike,1,81553,Common,M21,No
Thrill of Possibility,1,81557,Common,M21,No
Traitorous Greed,1,81559,Uncommon,M21,No
Unleash Fury,1,81567,Uncommon,M21,No
Heroic Intervention,2,81603,Rare,M21,No
Portcullis Vine,1,81617,Common,M21,No
Return to Nature,1,81627,Common,M21,No
Experimental Overload,2,81663,Uncommon,M21,No
Obsessive Stitcher,1,81673,Uncommon,M21,No
Epitaph Golem,1,81687,Uncommon,M21,No
Solemn Simulacrum,1,81705,Rare,M21,No
Bloodfell Caves,1,81713,Land,M21,No
Dismal Backwater,1,81717,Land,M21,No
Fabled Passage,1,81719,Rare,M21,No
Swiftwater Cliffs,1,81729,Land,M21,No
Wind-Scarred Crag,1,81745,Land,M21,No
Thriving Moor,1,81821,Common,JMP,No
Terramorphic Expanse,1,81828,Promo,PRM,No
Blood Moon,1,82270,Rare,2XM,No
Sword of Fire and Ice,1,82628,Mythic Rare,2XM,No
Force of Will,4,82842,Promo,PRM,No
Allied Assault,2,82937,Uncommon,ZNR,No
Angelheart Protector,2,82941,Common,ZNR,No
Archon of Emeria,4,82943,Rare,ZNR,No
Attended Healer,2,82947,Uncommon,ZNR,No
Canyon Jerboa,3,82949,Uncommon,ZNR,No
Cliffhaven Sell-Sword,2,82951,Common,ZNR,No
Dauntless Unity,5,82953,Common,ZNR,No
Disenchant,6,82955,Common,ZNR,No
Emeria Captain,3,82957,Uncommon,ZNR,No
Expedition Healer,8,82963,Common,ZNR,No
Farsight Adept,5,82965,Common,ZNR,No
Kabira Outrider,6,82973,Common,ZNR,No
Kitesail Cleric,1,82980,Uncommon,ZNR,Yes
Kor Blademaster,1,82981,Uncommon,ZNR,No
Kor Celebrant,1,82983,Common,ZNR,No
Luminarch Aspirant,1,82987,Rare,ZNR,No
Makindi Ox,2,82989,Common,ZNR,No
Makindi Stampede,4,82991,Uncommon,ZNR,No
Mesa Lynx,2,82997,Common,ZNR,No
Nahiri's Binding,5,82999,Common,ZNR,No
Practiced Tactics,3,83007,Common,ZNR,No
Pressure Point,2,83009,Common,ZNR,No
Prowling Felidar,3,83011,Common,ZNR,No
Resolute Strike,5,83013,Common,ZNR,No
Sea Gate Banneret,6,83015,Common,ZNR,No
Sejiri Shelter,1,83017,Uncommon,ZNR,No
Shepherd of Heroes,2,83021,Common,ZNR,No
Squad Commander,1,83029,Rare,ZNR,No
Smite the Monstrous,5,83031,Common,ZNR,No
Tazeem Raptor,1,83033,Common,ZNR,No
Anticognition,3,83037,Common,ZNR,No
Beyeen Veil,1,83039,Uncommon,ZNR,No
Bubble Snare,3,83043,Common,ZNR,No
Cascade Seer,3,83045,Common,ZNR,No
"Charix, the Raging Isle",1,83047,Rare,ZNR,No
Chilling Trap,8,83049,Common,ZNR,No
Cleric of Chill Depths,2,83051,Common,ZNR,No
Cunning Geysermage,3,83059,Common,ZNR,No
Deliberate,2,83061,Common,ZNR,No
Expedition Diviner,3,83063,Common,ZNR,No
Field Research,4,83065,Common,ZNR,No
Glacial Grasp,7,83067,Common,ZNR,No
Into the Roil,3,83075,Common,ZNR,No
Jwari Disruption,1,83079,Uncommon,ZNR,No
Living Tempest,6,83083,Common,ZNR,No
Lullmage's Domination,2,83085,Uncommon,ZNR,No
Merfolk Falconer,4,83091,Uncommon,ZNR,No
Merfolk Windrobber,2,83093,Uncommon,ZNR,No
Negate,6,83095,Common,ZNR,No
Risen Riptide,9,83099,Common,ZNR,No
Roost of Drakes,1,83101,Uncommon,ZNR,No
Ruin Crab,4,83103,Uncommon,ZNR,No
Seafloor Stalker,1,83112,Common,ZNR,Yes
Shell Shield,8,83113,Common,ZNR,No
Silundi Vision,3,83115,Uncommon,ZNR,No
Skyclave Plunder,1,83119,Uncommon,ZNR,No
Skyclave Squid,4,83121,Common,ZNR,No
Sure-Footed Infiltrator,1,83123,Uncommon,ZNR,No
Tazeem Roilmage,3,83125,Common,ZNR,No
Umara Wizard,1,83130,Uncommon,ZNR,Yes
Zulaport Duelist,3,83135,Common,ZNR,No
Acquisitions Expert,4,83137,Uncommon,ZNR,No
Blackbloom Rogue,1,83143,Uncommon,ZNR,No
Blood Beckoning,3,83147,Common,ZNR,No
Blood Price,7,83149,Common,ZNR,No
Bloodchief's Thirst,1,83151,Uncommon,ZNR,No
Coveted Prize,2,83153,Rare,ZNR,No
Deadly Alliance,6,83155,Common,ZNR,No
Demon's Disciple,2,83157,Uncommon,ZNR,No
Drana's Silencer,3,83161,Common,ZNR,No
Dreadwurm,2,83163,Common,ZNR,No
Expedition Skulker,3,83165,Common,ZNR,No
Feed the Swarm,3,83167,Common,ZNR,No
Ghastly Gloomhunter,9,83169,Common,ZNR,No
Guul Draz Mucklord,3,83171,Common,ZNR,No
Hagra Constrictor,9,83173,Common,ZNR,No
Highborn Vampire,2,83179,Common,ZNR,No
Inscription of Ruin,1,83181,Rare,ZNR,No
Lithoform Blight,2,83183,Uncommon,ZNR,No
Malakir Blood-Priest,3,83185,Common,ZNR,No
Malakir Rebirth,1,83187,Uncommon,ZNR,No
Marauding Blight-Priest,3,83191,Common,ZNR,No
Mind Drain,5,83195,Common,ZNR,No
Nimana Skitter-Sneak,12,83199,Common,ZNR,No
Nimana Skydancer,3,83201,Common,ZNR,No
Oblivion's Hunger,8,83205,Common,ZNR,No
Pelakka Predation,2,83207,Uncommon,ZNR,No
Scion of the Swarm,3,83211,Uncommon,ZNR,No
Shadow Stinger,2,83215,Uncommon,ZNR,No
Shadows' Verdict,1,83217,Rare,ZNR,No
Skyclave Shadowcat,2,83221,Uncommon,ZNR,No
Soul Shatter,1,83223,Rare,ZNR,No
Subtle Strike,6,83225,Common,ZNR,No
"Taborax, Hope's Demise",1,83227,Rare,ZNR,No
Vanquish the Weak,7,83231,Common,ZNR,No
Zof Consumption,3,83233,Uncommon,ZNR,No
Akoum Hellhound,1,83237,Common,ZNR,No
Cleansing Wildfire,4,83247,Common,ZNR,No
Expedition Champion,7,83249,Common,ZNR,No
Fissure Wizard,1,83253,Common,ZNR,No
Grotag Bug-Catcher,2,83257,Common,ZNR,No
Inordinate Rage,2,83261,Common,ZNR,No
Kazuul's Fury,1,83265,Uncommon,ZNR,No
Molten Blast,1,83273,Common,ZNR,No
Roil Eruption,2,83285,Common,ZNR,No
Scavenged Blade,1,83289,Common,ZNR,No
Scorch Rider,5,83291,Common,ZNR,No
Sizzling Barrage,3,83301,Common,ZNR,No
Sneaking Guide,1,83305,Common,ZNR,No
Song-Mad Treachery,1,83307,Uncommon,ZNR,No
Synchronized Spellcraft,2,83317,Common,ZNR,No
Teeterpeak Ambusher,3,83319,Common,ZNR,No
Thundering Sparkmage,2,83323,Uncommon,ZNR,No
Tormenting Voice,3,83325,Common,ZNR,No
Adventure Awaits,5,83337,Common,ZNR,No
Bala Ged Recovery,1,83343,Uncommon,ZNR,No
Broken Wings,8,83347,Common,ZNR,No
Canopy Baloth,6,83349,Common,ZNR,No
Dauntless Survivor,6,83353,Common,ZNR,No
Gnarlid Colony,5,83355,Common,ZNR,No
Iridescent Hornbeetle,5,83359,Uncommon,ZNR,No
Joraga Visionary,3,83361,Common,ZNR,No
Kazandu Nectarpot,9,83367,Common,ZNR,No
Kazandu Stomper,4,83369,Common,ZNR,No
Khalni Ambush,1,83371,Uncommon,ZNR,No
Might of Murasa,3,83377,Common,ZNR,No
Murasa Brute,5,83379,Common,ZNR,No
Murasa Sproutling,1,83381,Uncommon,ZNR,No
Nissa's Zendikon,5,83383,Common,ZNR,No
Rabid Bite,6,83387,Common,ZNR,No
Reclaim the Wastes,4,83389,Common,ZNR,No
Roiling Regrowth,2,83391,Uncommon,ZNR,No
Scale the Heights,7,83393,Common,ZNR,No
Skyclave Pick-Axe,1,83397,Uncommon,ZNR,No
Springmantle Cleric,3,83399,Uncommon,ZNR,No
Strength of Solidarity,3,83401,Common,ZNR,No
Swarm Shambler,2,83403,Rare,ZNR,No
Tajuru Blightblade,3,83405,Common,ZNR,No
Tajuru Snarecaster,13,83409,Common,ZNR,No
Tangled Florahedron,4,83411,Uncommon,ZNR,No
Taunting Arbormage,1,83415,Uncommon,ZNR,No
Territorial Scythecat,9,83417,Common,ZNR,No
Turntimber Ascetic,4,83419,Common,ZNR,No
Vastwood Surge,1,83429,Uncommon,ZNR,No
Veteran Adventurer,1,83431,Uncommon,ZNR,No
Vine Gecko,5,83433,Uncommon,ZNR,No
"Akiri, Fearless Voyager",1,83435,Rare,ZNR,No
Cleric of Life's Bond,1,83439,Uncommon,ZNR,No
"Grakmaw, Skyclave Ravager",1,83441,Rare,ZNR,No
Kargan Warleader,1,83443,Uncommon,ZNR,No
"Linvala, Shield of Sea Gate",1,83447,Rare,ZNR,No
Lullmage's Familiar,2,83449,Uncommon,ZNR,No
Moss-Pit Skeleton,3,83451,Uncommon,ZNR,No
Murasa Rootgrazer,1,83453,Uncommon,ZNR,No
"Orah, Skyclave Hierophant",1,83461,Rare,ZNR,No
Soaring Thought-Thief,3,83467,Uncommon,ZNR,No
